number,value,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_dropout,params_layers,params_loss,params_max_lr,params_pct_start,params_weight_decay,params_width,user_attrs_constraint_adjusted_dropout,state
58,1.2609169900417327,2025-10-13 19:22:02.960267,2025-10-13 19:22:06.497871,0 days 00:00:03.537604,gelu,64,0.0,6,mse,0.001493898147510676,0.2650527218029057,4.211028650592877e-05,512,,COMPLETE
59,1.246176928281784,2025-10-13 19:22:06.591951,2025-10-13 19:22:10.812324,0 days 00:00:04.220373,gelu,64,0.0,6,mse,0.0005876848468548094,0.2755279604665896,0.0006750729225763355,512,,COMPLETE
60,1.3044552743434905,2025-10-13 19:22:10.904903,2025-10-13 19:22:15.714160,0 days 00:00:04.809257,gelu,64,0.0,6,mse,0.0013809752457130304,0.2458313050442718,5.555096330697958e-05,128,,COMPLETE
61,1.2613770425319673,2025-10-13 19:22:15.809636,2025-10-13 19:22:19.524285,0 days 00:00:03.714649,gelu,64,0.0,6,mse,0.0016977985515534268,0.24991745231834325,6.970945282432623e-05,512,,COMPLETE
62,1.265808492898941,2025-10-13 19:22:19.616123,2025-10-13 19:22:23.594524,0 days 00:00:03.978401,gelu,64,0.0,6,mse,0.0015891597614881208,0.28601314153031626,0.00018359141803947555,512,,COMPLETE
63,1.2351248800754546,2025-10-13 19:22:23.689669,2025-10-13 19:22:27.964199,0 days 00:00:04.274530,gelu,64,0.0,6,mse,0.0016081457980916597,0.23098177649568408,2.4968393060992664e-05,512,,COMPLETE
64,1.2606277287006378,2025-10-13 19:22:28.054953,2025-10-13 19:22:29.951830,0 days 00:00:01.896877,gelu,64,0.0,2,mse,0.0011922820707227415,0.21156479693056546,3.8391653732674756e-05,512,,COMPLETE
65,1.3502737522125243,2025-10-13 19:22:30.044450,2025-10-13 19:22:35.242937,0 days 00:00:05.198487,gelu,64,0.3,6,mse,0.0014268010516740942,0.2620163902064156,0.00026120263425874924,512,,COMPLETE
66,1.2835469186305999,2025-10-13 19:22:35.337399,2025-10-13 19:22:45.145264,0 days 00:00:09.807865,gelu,16,0.0,6,mae,0.001802210301522549,0.2523016414508783,0.00010068856115397434,512,,COMPLETE
67,1.3381085455417634,2025-10-13 19:22:45.241928,2025-10-13 19:22:48.595570,0 days 00:00:03.353642,gelu,64,0.2,5,mse,0.0013022476700694382,0.2406646187872783,0.00044430216606179885,512,,COMPLETE
68,1.2602106750011444,2025-10-13 19:22:48.699916,2025-10-13 19:22:53.853929,0 days 00:00:05.154013,gelu,64,0.0,6,mse,0.0015105452352958363,0.27037197784200667,5.0341140196408524e-05,128,,COMPLETE
69,1.2062860548496246,2025-10-13 19:22:53.952157,2025-10-13 19:22:57.686842,0 days 00:00:03.734685,gelu,64,0.0,6,mse,0.0016321493339541834,0.25956971355091785,6.764733119494918e-05,512,,COMPLETE
70,1.282759153842926,2025-10-13 19:22:57.785065,2025-10-13 19:23:01.231280,0 days 00:00:03.446215,gelu,64,0.0,6,mse,0.0014363692706696367,0.28256100494293995,3.5934604773469475e-05,512,,COMPLETE
71,1.2091859877109528,2025-10-13 19:23:01.330599,2025-10-13 19:23:04.793714,0 days 00:00:03.463115,gelu,64,0.0,6,mse,0.0016337350306395526,0.25825651290749346,7.161213252952469e-05,512,,COMPLETE
72,1.2650445520877838,2025-10-13 19:23:04.891444,2025-10-13 19:23:08.616211,0 days 00:00:03.724767,gelu,64,0.0,6,mse,0.0018780928566738229,0.2584614602369212,0.00011107227528928336,512,,COMPLETE
73,1.2530257403850555,2025-10-13 19:23:08.714496,2025-10-13 19:23:12.513303,0 days 00:00:03.798807,gelu,64,0.0,6,mse,0.0017446553657317302,0.24760025319521975,6.361266341236392e-05,512,,COMPLETE
74,1.3133635222911835,2025-10-13 19:23:12.626463,2025-10-13 19:23:29.074433,0 days 00:00:16.447970,gelu,16,0.3,6,mse,0.0016270717707052432,0.30403812870015606,4.942402377973933e-05,512,,COMPLETE
75,1.2874689102172852,2025-10-13 19:23:29.169869,2025-10-13 19:23:31.202007,0 days 00:00:02.032138,gelu,64,0.0,2,mae,0.001555294748249272,0.27390830492466695,0.00016222886032705042,512,,COMPLETE
76,1.2895254135131835,2025-10-13 19:23:31.309996,2025-10-13 19:23:34.844977,0 days 00:00:03.534981,gelu,64,0.0,5,mse,0.001415305583847428,0.23202750115782425,8.430890623523072e-05,256,True,COMPLETE
77,1.3058753192424775,2025-10-13 19:23:34.950049,2025-10-13 19:23:39.323182,0 days 00:00:04.373133,gelu,64,0.2,6,mse,0.001233749951348552,0.24317896364313485,2.3965474287622822e-05,512,,COMPLETE
78,1.2517257928848267,2025-10-13 19:23:39.427017,2025-10-13 19:23:42.955748,0 days 00:00:03.528731,gelu,64,0.0,6,mse,0.0015036600975814835,0.28958685088641495,3.330258526800716e-05,512,,COMPLETE
79,1.2740048706531524,2025-10-13 19:23:43.059842,2025-10-13 19:23:52.626925,0 days 00:00:09.567083,gelu,16,0.0,6,mse,0.0010878972749738354,0.263332898063141,0.00012791940678446743,512,,COMPLETE
80,1.286287122964859,2025-10-13 19:23:52.727793,2025-10-13 19:23:58.073459,0 days 00:00:05.345666,gelu,64,0.0,6,mse,0.0011572880618557965,0.277669417997055,9.483744580635257e-05,128,,COMPLETE
81,1.2542191803455354,2025-10-13 19:23:58.170183,2025-10-13 19:24:01.472318,0 days 00:00:03.302135,gelu,64,0.0,6,mse,0.00169161133533715,0.260028227650901,7.478817968541703e-05,512,,COMPLETE
